video,start_frame,end_frame,label,mean_score,max_score
4,0,39,pre_inspection_handling,0.4775908887386322,0.5153588056564331
4,40,1480,inspection_active,0.9319147981446365,0.988714873790741
4,1030,1090,dirt_or_deposit,0.5832490921020508,0.5852088928222656
4,1481,1530,post_inspection_handling,0.47752861976623534,0.5268605351448059
