video,start_frame,end_frame,label,mean_score,max_score
1,0,59,pre_inspection_handling,0.48666783173878986,0.5424805879592896
1,60,4150,inspection_active,0.9631545418646278,0.9959977865219116
1,360,450,dirt_or_deposit,0.5831747889518738,0.5840080380439758
1,940,2260,dirt_or_deposit,0.6111108763773638,0.6284691095352173
1,2280,2810,dirt_or_deposit,0.595188029386379,0.6173253059387207
1,3930,4030,dirt_or_deposit,0.5834811600771818,0.5859653949737549
1,4151,4200,post_inspection_handling,0.48254170417785647,0.5306931138038635
