video,start_frame,end_frame,label,mean_score,max_score
14,0,39,pre_inspection_handling,0.4810843765735626,0.5235740542411804
14,40,1350,inspection_active,0.9338655575658336,0.9945614337921143
14,1000,1290,dirt_or_deposit,0.6096958835919698,0.6311324834823608
14,1351,1380,post_inspection_handling,0.47585034370422363,0.5044217705726624
