video,start_frame,end_frame,label,mean_score,max_score
4,0,59,pre_inspection_handling,0.5029827256997427,0.5629357695579529
4,60,2760,inspection_active,0.900451851726898,0.9793148040771484
4,1060,1170,anomaly_check,0.7029921213785807,0.7158259153366089
4,1390,1600,dirt_or_deposit,0.6168016737157648,0.6402047872543335
4,2761,2810,post_inspection_handling,0.48045828342437746,0.5270637273788452
