video,start_frame,end_frame,label,mean_score,max_score
12,0,69,pre_inspection_handling,0.5139221634183612,0.5862210392951965
12,70,2070,inspection_active,0.9331564538514436,0.9881493449211121
12,650,830,dirt_or_deposit,0.5962525919864052,0.6081980466842651
12,1880,2020,dirt_or_deposit,0.5870724519093832,0.595557689666748
12,2071,2120,post_inspection_handling,0.4681260108947754,0.5147334337234497
