video,frame,brightness,contrast,center_contrast,sharpness,edge_density,saturation,visibility_score,no_vision_score,brown_deposit_score,light_deposit_score,dark_structure_score,dirt_deposit_score,brown_fraction,yellow_fraction,light_deposit_fraction,dark_structure_fraction,visibility_score_smooth,no_vision_score_smooth,dirt_deposit_score_smooth,brown_deposit_score_smooth,light_deposit_score_smooth,dark_structure_score_smooth,feature_anomaly_score,anomaly_score,pipe_similarity_score,inspection_active_score,handling_score
5,0,0.3785661458969116,0.2980897128582001,0.31944525241851807,0.04243335872888565,0.212265625,0.24801099300384521,0.9933203124999999,0.013359375,0.4636637369791667,0.0037006578947368367,1.0,0.3831270987527412,0.24197916666666666,0.006393229166666667,0.20140625,0.035703125,0.4940943121910095,0.038635917007923126,0.268012136220932,0.4190712869167328,0.008620183914899826,0.3697296380996704,0.9187907576560974,0.9187907576560974,0.14708250761032104,0.39786773920059204,0.602132260799408
5,10,0.3932526111602783,0.29362261295318604,0.32417944073677063,0.0439157672226429,0.23037760416666667,0.2507328391075134,0.9959136284722221,0.008172743055555562,0.48042805989583337,0.1279468201754386,1.0,0.4349954170093202,0.24610677083333332,0.0076302083333333335,0.24861979166666667,0.03826822916666667,0.5397166013717651,0.04262938350439072,0.2969818115234375,0.4666903018951416,0.008620183914899826,0.40413057804107666,0.8762995004653931,0.8762995004653931,0.1559852957725525,0.4216833710670471,0.5783166289329529
5,20,0.32528889179229736,0.256989061832428,0.2383304387331009,0.023592935875058174,0.20302083333333334,0.2854240834712982,0.9918836805555555,0.016232638888888894,0.4880777994791667,0.049376370614035034,1.0,0.41132062945449555,0.2369140625,0.019270833333333334,0.21876302083333332,0.0296875,0.5853347182273865,0.04663132503628731,0.32601067423820496,0.5143093466758728,0.008620183914899826,0.438926100730896,0.5022942423820496,0.5022942423820496,0.2694556713104248,0.4455012083053589,0.5544987916946411
5,30,0.1029137596487999,0.18971951305866241,0.26734459400177,0.0064735617488622665,0.07813802083333334,0.6606142520904541,0.8105649565915428,0.30032660017935886,0.3683268229166667,0.0,1.0,0.33416341145833334,0.11561197916666667,0.10225260416666666,0.0121875,0.036640625,0.6309378147125244,0.050663236528635025,0.35509446263313293,0.561928391456604,0.008620183914899826,0.47408798336982727,1.0,1.0,0.0,0.4693143963813782,0.5306856036186218
5,40,0.3683865964412689,0.22135029733181,0.21754902601242065,0.022676875814795494,0.2525911458333333,0.5494415163993835,0.9999999999999999,0.0,1.0,0.0,0.32114109848484845,0.5481711647727273,0.3919401041666667,0.781640625,0.028515625,0.010065104166666667,0.6766036748886108,0.054569486528635025,0.38556915521621704,0.60954749584198,0.008620183914899826,0.5185222625732422,0.0,0.3277337849140167,1.0,0.49311864376068115,0.5068813562393188
5,50,0.4729706346988678,0.27682584524154663,0.24978236854076385,0.046997666358947754,0.2696223958333333,0.6817846894264221,0.9999999999999999,0.0,1.0,0.0,0.22821969696969693,0.5342329545454545,0.5849088541666667,0.6542447916666667,0.005572916666666667,0.008020833333333333,0.7230018973350525,0.0570112019777298,0.4124208092689514,0.6571664810180664,0.008620183914899826,0.538803219795227,0.12059949338436127,0.35055768489837646,0.9633505940437317,0.5169208645820618,0.48307913541793823
5,60,0.6566012501716614,0.3312550187110901,0.2826278507709503,0.012827698141336441,0.1284765625,0.5590071082115173,0.9701063368055555,0.05978732638888889,1.0,0.0,0.10097064393939392,0.5151455965909091,0.3458333333333333,0.366796875,0.0057942708333333336,0.005221354166666667,0.7674844264984131,0.05748987942934036,0.4386932849884033,0.7047855257987976,0.008620183914899826,0.5552229881286621,0.5590375661849976,0.5590375661849976,0.1927366852760315,0.5407270193099976,0.45927298069000244
5,70,0.2283819615840912,0.2784182131290436,0.09156395494937897,0.006461450830101967,0.08334635416666666,0.6581491827964783,0.7348856637913138,0.1720866320429617,1.0,0.0,0.7330729166666666,0.6099609375,0.27096354166666664,0.3324739583333333,0.0012630208333333332,0.019127604166666666,0.8124600648880005,0.058009468019008636,0.46523213386535645,0.7524046301841736,0.008620183914899826,0.573418378829956,0.438270628452301,0.438270628452301,0.5296343564987183,0.5645453929901123,0.4354546070098877
5,80,0.25913205742836,0.28342416882514954,0.2664257884025574,0.01713477075099945,0.18865885416666667,0.555666446685791,0.9608832465277777,0.07823350694444446,1.0,0.0,0.8171164772727273,0.6225674715909091,0.3238932291666667,0.4227213541666667,0.0006901041666666667,0.0209765625,0.8575302958488464,0.058558620512485504,0.4914834499359131,0.8000236749649048,0.008620183914899826,0.5896972417831421,0.4359074532985687,0.4359074532985687,0.6015280485153198,0.5883666276931763,0.41163337230682373
5,90,0.25400760769844055,0.2819249629974365,0.2654252052307129,0.017080798745155334,0.187265625,0.5312554836273193,0.9592881944444444,0.08142361111111113,1.0,0.0,0.7650331439393939,0.6147549715909091,0.3029557291666667,0.4189583333333333,0.0005729166666666667,0.01983072916666667,0.9025628566741943,0.059104666113853455,0.5179884433746338,0.847642719745636,0.008620183914899826,0.607667088508606,0.36832964420318604,0.4402901828289032,0.6969873309135437,0.612186074256897,0.387813925743103
